date,state,positive,hospitalizedCumulative,death
20200713,NE,21172,1421,285
,,,,
20200712,NE,20998,1421,285
,,,,
20200711,NE,20777,1419,286
,,,,
20200710,NE,20623,1419,284
,,,,
20200709,NE,20425,1405,282
,,,,
20200708,NE,20201,1398,282
,,,,
20200707,NE,20046,1369,283
,,,,
20200706,NE,19929,1369,284
,,,,
20200705,NE,19827,1368,284
,,,,
20200704,NE,19660,1365,284
,,,,
20200703,NE,19452,1353,282
,,,,
20200702,NE,19310,1343,276
,,,,
20200701,NE,19177,1330,274
,,,,
20200630,NE,19042,1330,269
,,,,
20200629,NE,18899,1316,267
,,,,
20200628,NE,18775,1315,267
,,,,
20200627,NE,18524,1312,266
,,,,
20200626,NE,18346,1294,260
,,,,
20200625,NE,18221,1268,257
,,,,
20200624,NE,18092,1257,256
,,,,
20200623,NE,17957,1234,249
,,,,
20200622,NE,17810,1212,244
,,,,
20200621,NE,17707,1212,244
,,,,
20200620,NE,17591,1200,244
,,,,
20200619,NE,17415,1166,240
,,,,
20200618,NE,17226,1141,234
,,,,
20200617,NE,17031,1116,231
,,,,
20200616,NE,16851,1088,220
,,,,
20200615,NE,16725,1075,216
,,,,
20200614,NE,16633,1070,216
,,,,
20200613,NE,16513,1067,216
,,,,
20200612,NE,16315,1029,212
,,,,
20200611,NE,16025,1000,195
,,,,
20200610,NE,15883,989,191
,,,,
20200609,NE,15752,967,188
,,,,
20200608,NE,15634,935,188
,,,,
20200607,NE,15543,928,188
,,,,
20200606,NE,15379,919,186
,,,,
20200605,NE,15117,905,186
,,,,
20200604,NE,14866,902,187
,,,,
20200603,NE,14611,851,181
,,,,
20200602,NE,14345,,178
,,,,
20200601,NE,14101,,170
,,,,
20200531,NE,13905,,170
,,,,
20200530,NE,13654,,170
,,,,
20200529,NE,13261,,164
,,,,
20200528,NE,12976,,163
,,,,
20200527,NE,12619,,153
,,,,
20200526,NE,12355,,150
,,,,
20200525,NE,12134,,150
,,,,
20200524,NE,11989,,147
,,,,
20200523,NE,11662,,147
,,,,
20200522,NE,11425,,143
,,,,
20200521,NE,11122,,138
,,,,
20200520,NE,10846,,132
,,,,
20200519,NE,10625,,125
,,,,
20200518,NE,10348,,123
,,,,
20200517,NE,10220,,123
,,,,
20200516,NE,9772,,119
,,,,
20200515,NE,9416,,113
,,,,
20200514,NE,9075,,107
,,,,
20200513,NE,8692,,103
,,,,
20200512,NE,8572,,100
,,,,
20200511,NE,8315,,98
,,,,
20200510,NE,8234,,96
,,,,
20200509,NE,7831,,92
,,,,
20200508,NE,7190,,90
,,,,
20200507,NE,6771,,86
,,,,
20200506,NE,6438,,82
,,,,
20200505,NE,6083,,78
,,,,
20200504,NE,5910,,78
,,,,
20200503,NE,5326,,76
,,,,
20200502,NE,4838,,73
,,,,
20200501,NE,4281,,70
,,,,
20200430,NE,3784,,68
,,,,
20200429,NE,3374,,55
,,,,
20200428,NE,3358,,55
,,,,
20200427,NE,3028,,56
,,,,
20200426,NE,2732,,53
,,,,
20200425,NE,2421,,50
,,,,
20200424,NE,2124,,47
,,,,
20200423,NE,1813,,45
,,,,
20200422,NE,1722,,38
,,,,
20200421,NE,1648,,33
,,,,
20200420,NE,1474,,28
,,,,
20200419,NE,1287,,28
,,,,
20200418,NE,1138,,24
,,,,
20200417,NE,1066,,24
,,,,
20200416,NE,952,,21
,,,,
20200415,NE,901,,20
,,,,
20200414,NE,871,,18
,,,,
20200413,NE,814,,17
,,,,
20200412,NE,791,,17
,,,,
20200411,NE,700,,17
,,,,
20200410,NE,635,,15
,,,,
20200409,NE,567,,14
,,,,
20200408,NE,519,,12
,,,,
20200407,NE,447,,10
,,,,
20200406,NE,409,,8
,,,,
20200405,NE,363,,8
,,,,
20200404,NE,321,,6
,,,,
20200403,NE,279,,6
,,,,
20200402,NE,246,,5
,,,,
20200401,NE,210,,4
,,,,
20200331,NE,172,,3
,,,,
20200330,NE,145,,2
,,,,
20200329,NE,108,,2
,,,,
20200328,NE,96,,2
,,,,
20200327,NE,85,,0
,,,,
20200326,NE,73,,0
,,,,
20200325,NE,61,,0
,,,,
20200324,NE,52,,0
,,,,
20200323,NE,50,,0
,,,,
20200322,NE,48,,0
,,,,
20200321,NE,38,,0
,,,,
20200320,NE,32,,0
,,,,
20200319,NE,27,,0
,,,,
20200318,NE,24,,
,,,,
20200317,NE,21,,
,,,,
20201202,NH,22332,842,537
,,,,
20201201,NH,21766,841,528
,,,,
20201130,NH,20994,839,526
,,,,
20201129,NH,20480,839,526
,,,,
20201128,NH,20002,837,523
,,,,
20201127,NH,19313,836,517
,,,,
20201126,NH,18776,833,514
,,,,
20201125,NH,18776,833,514
,,,,
20201124,NH,18382,832,513
,,,,
20201123,NH,18042,831,512
,,,,
20201122,NH,17598,830,512
,,,,
20201121,NH,17281,829,508
,,,,
20201120,NH,16797,827,507
,,,,
20201119,NH,16277,826,506
,,,,
20201118,NH,15749,822,504
,,,,
20201117,NH,15303,817,502
,,,,
20201116,NH,15029,817,500
,,,,
20201115,NH,14671,804,499
,,,,
20201114,NH,14311,804,499
,,,,
20201113,NH,13929,811,498
,,,,
20201112,NH,13470,804,495
,,,,
20201111,NH,13148,800,492
,,,,
20201110,NH,12919,796,489
,,,,
20201109,NH,12699,794,489
,,,,
20201108,NH,12488,794,489
,,,,
20201107,NH,12241,791,489
,,,,
20201106,NH,12012,790,488
,,,,
20201105,NH,11808,788,486
,,,,
20201104,NH,11563,787,484
,,,,
20201103,NH,11448,784,483
,,,,
20201102,NH,11320,781,483
,,,,
20201101,NH,11214,780,483
,,,,
20201031,NH,11084,779,483
,,,,
20201030,NH,10884,777,482
,,,,
20201029,NH,10768,775,482
,,,,
20201028,NH,10641,775,478
,,,,
20201027,NH,10531,771,475
,,,,
20201026,NH,10397,768,475
,,,,
20201025,NH,10328,766,473
,,,,
20201024,NH,10238,765,473
,,,,
20201023,NH,10112,765,471
,,,,
20201022,NH,9994,765,470
,,,,
20201021,NH,9917,763,469
,,,,
20201020,NH,9828,763,468
,,,,
20201019,NH,9746,761,468
,,,,
20201018,NH,9694,761,467
,,,,
20201017,NH,9625,761,466
,,,,
20201016,NH,9514,761,465
,,,,
20201015,NH,9426,761,463
,,,,
20201014,NH,9349,760,458
,,,,
20201013,NH,9279,758,456
,,,,
20201012,NH,9143,752,456
,,,,
20201011,NH,9092,750,455
,,,,
20201010,NH,9092,750,455
,,,,
20201009,NH,8878,747,449
,,,,
20201008,NH,8878,747,449
,,,,
20201007,NH,8800,745,448
,,,,
20201006,NH,8731,743,446
,,,,
20201005,NH,8680,743,444
,,,,
20201004,NH,8645,743,443
,,,,
20201003,NH,8597,743,442
,,,,
20201002,NH,8534,743,442
,,,,
20201001,NH,8317,738,441
,,,,
20200930,NH,8266,738,439
,,,,
20200929,NH,8233,738,439
,,,,
20200928,NH,8208,737,439
,,,,
20200927,NH,8172,736,439
,,,,
20200926,NH,8121,734,439
,,,,
20200925,NH,8044,732,438
,,,,
20200924,NH,8044,732,438
,,,,
20200923,NH,8007,728,438
,,,,
20200922,NH,7990,727,438
,,,,
20200921,NH,7952,726,438
,,,,
20200920,NH,7947,725,438
,,,,
20200919,NH,7920,725,438
,,,,
20200918,NH,7861,725,438
,,,,
20200917,NH,7814,725,438
,,,,
20200916,NH,7780,723,438
,,,,
20200915,NH,7748,722,438
,,,,
20200914,NH,7714,721,436
,,,,
20200913,NH,7696,721,436
,,,,
20200912,NH,7652,721,435
,,,,
20200911,NH,7620,720,434
,,,,
20200910,NH,7573,719,434
,,,,
20200909,NH,7494,718,433
,,,,
20200908,NH,7494,718,433
,,,,
20200907,NH,7476,718,433
,,,,
20200906,NH,7447,718,433
,,,,
20200905,NH,7424,717,432
,,,,
20200904,NH,7368,716,432
,,,,
20200903,NH,7347,715,432
,,,,
20200902,NH,7297,715,432
,,,,
20200901,NH,7297,715,432
,,,,
20200831,NH,7275,714,432
,,,,
20200830,NH,7254,714,432
,,,,
20200829,NH,7246,714,432
,,,,
20200828,NH,7216,713,432
,,,,
20200827,NH,7194,713,431
,,,,
20200826,NH,7159,713,430
,,,,
20200825,NH,7150,713,429
,,,,
20200824,NH,7134,712,429
,,,,
20200823,NH,7107,711,429
,,,,
20200822,NH,7092,710,429
,,,,
20200821,NH,7050,710,428
,,,,
20200820,NH,7050,710,428
,,,,
20200819,NH,7036,712,427
,,,,
20200818,NH,7017,712,424
,,,,
20200817,NH,7004,709,423
,,,,
20200816,NH,6988,708,423
,,,,
20200815,NH,6980,706,423
,,,,
20200814,NH,6921,705,422
,,,,
20200813,NH,6921,705,422
,,,,
20200812,NH,6887,705,420
,,,,
20200811,NH,6861,705,419
,,,,
20200810,NH,6840,704,419
,,,,
20200809,NH,6831,701,419
,,,,
20200808,NH,6818,700,419
,,,,
20200807,NH,6742,699,419
,,,,
20200806,NH,6719,698,418
,,,,
20200805,NH,6693,698,418
,,,,
20200804,NH,6660,697,417
,,,,
20200803,NH,6634,696,417
,,,,
20200802,NH,6613,695,416
,,,,
20200801,NH,6613,695,416
,,,,
20200731,NH,6544,692,415
,,,,
20200730,NH,6513,690,411
,,,,
20200729,NH,6500,690,409
,,,,
20200728,NH,6500,690,409
,,,,
20200727,NH,6436,688,409
,,,,
20200726,NH,6436,688,409
,,,,
20200725,NH,6415,686,409
,,,,
20200724,NH,6318,681,405
,,,,
20200723,NH,6295,680,402
,,,,
20200722,NH,6262,677,400
,,,,
20200721,NH,6249,673,398
,,,,
20200720,NH,6203,673,398
,,,,
20200719,NH,6203,673,398
,,,,
20200718,NH,6165,670,395
,,,,
20200717,NH,6165,670,395
,,,,
20200716,NH,6113,668,394
,,,,
20200715,NH,6091,665,392
,,,,
20200714,NH,6068,589,391
,,,,
20200713,NH,6054,589,391
,,,,
20200712,NH,6024,589,391
,,,,
20200711,NH,5991,585,390
,,,,
20200710,NH,5973,581,387
,,,,
20200709,NH,5952,578,386
,,,,
20200708,NH,5932,577,384
,,,,
20200707,NH,5914,574,382
,,,,
20200706,NH,5897,570,381
,,,,
20200705,NH,5857,569,376
,,,,
20200704,NH,5857,569,376
,,,,
20200703,NH,5822,567,375
,,,,
20200702,NH,5802,565,373
,,,,
20200701,NH,5782,565,371
,,,,
20200630,NH,5760,565,367
,,,,
20200629,NH,5760,565,367
,,,,
20200628,NH,5717,562,367
,,,,
20200627,NH,5671,561,365
,,,,
20200626,NH,5671,561,365
,,,,
20200625,NH,5598,558,347
,,,,
20200624,NH,5571,558,343
,,,,
20200623,NH,5558,558,339
,,,,
20200622,NH,5544,553,339
,,,,
20200621,NH,5518,551,339
,,,,
20200620,NH,5486,549,337
,,,,
20200619,NH,5450,533,331
,,,,
20200618,NH,5436,531,330
,,,,
20200617,NH,5364,521,326
,,,,
20200616,NH,5345,519,320
,,,,
20200615,NH,5345,519,320
,,,,
20200614,NH,5299,513,318
,,,,
20200613,NH,5251,503,315
,,,,
20200612,NH,5209,504,308
,,,,
20200611,NH,5178,500,301
,,,,
20200610,NH,5132,496,294
,,,,
20200609,NH,5079,492,286
,,,,
20200608,NH,5043,489,286
,,,,
20200607,NH,5019,487,283
,,,,
20200606,NH,5019,487,283
,,,,
20200605,NH,4876,472,273
,,,,
20200604,NH,4795,468,265
,,,,
20200603,NH,4749,462,256
,,,,
20200602,NH,4685,456,245
,,,,
20200601,NH,4651,451,245
,,,,
20200531,NH,4545,449,242
,,,,
20200530,NH,4492,440,238
,,,,
20200529,NH,4386,438,232
,,,,
20200528,NH,4286,426,223
,,,,
20200527,NH,4231,421,214
,,,,
20200526,NH,4197,420,210
,,,,
20200525,NH,4149,419,209
,,,,
20200524,NH,4089,419,208
,,,,
20200523,NH,4089,419,208
,,,,
20200522,NH,3935,393,199
